Order_ID,ship_postal_code,Quantity
405-3532330-8797944,201010,1
407-5910122-9080363,201307,0
404-0932840-8591531,636102,1
408-6862297-8229144,410203,1
402-7104601-2248339,500043,1
402-0194854-2091528,396195,1
171-8349280-1857118,560076,1
408-7475656-4465140,411057,1
408-6733693-6941941,411057,1
405-8578296-1389921,400092,1
406-2627531-9224328,560017,1
406-3824357-5717901,673573,1
402-2001702-1125915,313002,1
405-0101297-6145161,758021,1
407-6882619-7767521,500062,1
403-7681331-8953128,201102,1
403-5452556-1815521,201102,1
403-5461377-2549911,560026,1
406-6133797-2628332,800002,1
405-1821263-0775503,560085,1
402-5920585-7650768,560016,1
404-7292407-4773918,143001,1
405-2193221-5012340,560095,1
404-9701241-4689164,431005,1
406-5769693-3745905,421301,0
408-2831734-1721120,411057,1
407-8818117-2693907,560066,1
171-6607125-8681155,600097,1
404-1115518-6924343,500080,1
171-7460969-1357944,845305,1
404-3899978-2479518,500009,1
408-4134602-8904328,400607,0
404-9728956-4909956,400076,1
402-0492645-2685952,680553,1
171-8215303-5358727,600097,1
171-6145211-3008344,600097,1
403-3463366-6495533,607303,1
406-0484252-0880356,711102,1
171-5469886-3765118,201308,1
405-5467806-5780362,500039,1
406-0757134-7988303,211006,1
405-4941236-1825905,500032,0
408-1922200-6929139,506002,1
404-3084157-7841144,146105,1
171-9559551-8697969,678684,1
405-8480097-1814764,382030,1
407-2518387-7741125,560097,1
402-7083393-9255567,110053,1
407-6866125-7289950,400022,1
407-4909987-0224365,400022,1
403-6433020-6082761,627414,0
171-6486477-1412367,700156,1
407-1994792-1965148,516001,1
403-6658308-6021135,571313,1
407-2181325-0516321,815351,1
171-6716795-7781149,603102,1
405-6845423-0284348,411057,1
171-9088808-5213125,560103,1
404-4284960-0091563,600044,1
403-9219853-4911569,854318,1
405-3200898-0900341,500081,1
171-7696033-2555509,560037,1
405-0284145-3738776,500039,0
408-8148559-1050745,411057,1
406-5135598-2229108,741235,0
406-2919488-5599522,160101,1
171-0416107-6974763,560098,1
407-4209852-9853958,500048,1
403-4455160-8623556,110078,1
402-5382550-4609155,110065,1
402-4078880-1125943,581325,1
408-9680665-7886769,600010,1
408-4199864-2677100,744105,1
404-5446700-4823530,421301,1
405-5433961-2236326,560013,1
408-9071626-7370749,440021,1
407-0800078-5233122,570004,1
407-8042179-1612338,440026,1
408-6767961-4759507,506002,0
404-1134951-4058742,641015,1
404-0805418-9125919,641015,1
405-3075434-2208303,500072,0
408-9831697-9789103,605110,1
407-5594011-9257959,500050,1
405-2880489-8821157,560087,1
406-6939761-2687535,560061,1
403-1588348-3110758,560076,0
402-3185966-5289147,202137,1
406-4828061-6910748,560078,0
404-9068734-9208317,400708,1
407-7374971-8041131,500050,0
402-4351952-2813965,202137,0
404-4670610-9684305,411044,1
404-0977244-5445115,524004,1
171-5243589-2342709,401203,1
171-5124046-2934756,401203,1
404-7567798-3881104,560068,1
408-2655330-4936342,744105,1
403-6457773-1583527,560046,1
406-6694566-0199561,403516,1
404-7404773-6829947,400008,1
405-4237521-7990767,580008,1
405-9129265-5315528,400068,1
408-4706537-0950714,400097,1
404-3530447-1389962,531031,1
402-5379575-2979516,769004,1
403-7326332-5489901,520003,1
171-5283350-0391507,500072,1
171-0005741-2261112,500072,1
402-5490484-1754707,560035,1
408-0408666-3638722,517501,1
403-9136036-0417145,560016,1
403-7345986-5900328,560016,1
404-0289405-3522762,524004,1
404-5562053-5099548,600018,1
405-5165525-7501942,712233,1
403-7498190-8053921,601201,1
406-8332934-7777922,603103,1
406-4708685-7354712,603103,1
405-0968881-8703503,421301,1
405-3581041-8574761,500084,1
405-0368519-0180341,500084,1
407-0492940-8104349,600040,1
171-8536041-9190708,245101,1
405-7566151-2360348,854301,1
406-2660648-3297936,600023,1
171-1636846-2670744,421201,1
404-8531970-1183540,516227,1
404-0178966-2201169,516227,1
405-5931191-2391508,411008,1
403-6446902-2061122,500043,1
407-2041848-7717957,201010,1
402-3274517-2292361,500038,1
402-2697201-3575539,500038,1
404-6338395-3183559,590016,1
407-4389176-3089930,201010,1
408-6270921-9862751,700091,1
407-3550690-8425135,560094,1
402-5922255-0648317,396125,1
407-2973584-6981101,560097,1
406-7213312-4461948,560080,1
402-0576427-8818722,755026,1
402-6807927-1467559,625207,1
405-7064439-2390742,440010,1
402-7167386-8781959,700009,1
403-0728400-8998759,636006,1
402-3751768-3329946,396125,1
403-6828510-7743513,560102,1
403-0810928-9809118,560102,1
408-9909960-6309103,131301,1
408-5319717-8072300,400093,1
405-2555009-8084323,122004,1
402-1125351-5479529,390021,0
406-4478668-4171534,500062,1
405-0167965-5079550,636401,1
406-7527483-9074726,160101,1
402-6550528-0326747,396125,1
402-4628651-3069142,396125,0
405-5444517-9170741,400008,1
406-4308415-6965931,400066,1
405-8274656-6267541,400072,1
408-5160381-8130769,560087,1
405-1956615-5328343,212601,1
406-8580648-3249918,400104,1
405-5174632-4568347,110096,1
406-9951791-5702735,683102,1
406-4804691-7140317,683102,1
406-9214487-6797111,530016,1
407-2083257-7268347,700043,1
405-9605247-0069931,231225,1
405-0391024-9737908,231225,1
171-3644851-7407540,474005,1
407-7283203-6614761,110019,1
405-9881255-0413105,110070,1
402-0278761-1493975,700029,1
402-5882366-7716366,201304,1
403-8429638-2962714,560078,1
407-3326067-9794750,713103,1
404-5510239-1876360,560055,1
408-3882461-4514726,560103,1
171-4568449-4901112,560086,1
407-5617652-4425963,201002,1
407-8546052-4539504,700028,0
405-0210344-2756353,452013,1
406-9717618-5765924,530016,1
171-7779819-1128332,474005,1
404-4753581-0146719,524004,1
404-7071425-2644340,133104,1
407-0647855-1338740,600117,1
405-8833545-1335517,400706,1
404-5389337-6677138,506144,1
404-0998553-9805167,800007,1
406-2065931-0346701,410401,1
408-6246209-1387546,628204,1
171-5625732-3004305,560045,1
405-5967257-1993166,122018,1
402-4056271-1476355,110017,1
406-0714441-1793122,400072,1
405-9473783-8290721,122011,1
407-7086506-4532360,605754,1
171-5199031-3920351,600122,1
406-0286131-5317920,600077,1
405-1575657-1568310,834001,1
404-0535332-4385145,500090,1
407-7766693-7066737,411038,1
403-5558293-2033154,782002,1
405-1244102-0715541,560065,1
408-1755769-0715544,573134,0
406-2846477-5608365,411038,1
403-8305844-4307564,400075,1
171-2347689-3241935,400079,1
408-6225516-9375538,135001,1
402-0720878-3055547,131101,1
407-2788756-1507509,110058,1
406-7891971-8005123,201017,1
402-5920474-1719540,600099,1
402-2445528-7061169,600099,1
407-6956275-3881912,263139,0
402-6392063-3757143,500092,1
403-9846048-0780352,632009,1
403-0926067-6113960,632009,1
408-0472466-5739504,782138,1
408-7402152-7886728,122003,1
404-9159539-4205957,380058,1
408-6909744-3456308,500090,1
171-0468936-8354733,110058,1
403-4131440-7630765,110009,0
404-6990564-3939514,700012,1
408-1629521-6969134,600095,1
408-6446741-8331559,600073,1
408-1093983-3151549,600118,1
408-3092158-4423529,517501,1
171-8894550-3865162,421004,1
402-0102738-9697120,534202,0
404-4787715-4968306,605009,1
407-1718855-0163511,753014,1
407-7372263-3126728,600021,1
407-3473170-2666761,110091,1
171-6845008-4313150,560045,1
408-1216276-2544352,516390,1
403-7378429-9673931,500068,1
403-7156896-8136313,500068,1
403-4923177-4929950,500068,1
403-1129120-5923508,500068,1
404-5941121-1670766,248001,1
403-5403420-9664335,560045,0
405-9562980-3615568,500049,1
171-0587950-5221951,600073,0
402-8439883-1973103,110051,1
407-0463693-0699520,491441,1
402-8211146-3633117,201304,1
402-6200029-0641111,560047,1
404-5369893-1267552,335001,1
402-1655118-4157905,834008,1
403-3041009-2393166,600063,1
406-8712400-6972359,400104,0
402-4062901-2175520,110089,1
404-3387866-1817138,560017,1
402-3018528-8267526,400013,1
406-0949508-2171563,560066,1
404-2330619-0849956,110008,1
402-6911192-6596326,530012,1
402-0856348-5884369,530012,1
403-2888268-4902720,122001,1
408-3435065-4668330,711102,1
402-2571680-3021157,560086,1
404-2364983-9472360,741246,1
171-6203412-7481940,676306,1
406-9366986-8204311,679324,1
406-6919517-4600344,679324,1
405-2499025-0885123,500068,1
405-3478922-4813135,741246,1
171-5570386-8071546,821101,1
408-5640706-6858735,502319,0
407-8265595-3841157,422001,1
407-8020078-4539522,576105,1
407-0059650-1541140,576105,1
406-8072901-0776363,560102,1
403-6152948-5630718,382421,1
404-2637194-0109163,411045,1
404-2132536-0754734,411045,1
403-7384677-6111543,122017,1
402-6510657-8773154,201001,1
408-3223097-0789156,560078,1
407-8549672-9280363,380061,1
404-9341662-0847560,314025,1
403-4194298-2248329,400067,1
408-0740101-5223561,273010,1
406-1984792-0345942,560102,0
404-5325466-6287506,828111,1
406-1189710-5416306,700042,1
407-5172487-4127549,226016,1
402-3191167-9671516,530017,1
171-1254071-2355509,180013,1
404-1789259-1769134,226016,1
404-7443945-4308322,691555,1
171-7712292-9467507,600077,1
405-5471743-6520342,700157,1
408-7682745-7870701,110045,1
408-3556098-2013166,560037,1
407-4463114-5533934,421301,0
404-1023928-2425961,700074,1
407-6723222-6356358,400074,1
405-9833120-9713924,500059,1
171-4422024-4606751,202001,0
408-1353212-4472343,221011,1
406-3981541-8854744,110033,1
406-5949929-4979542,400072,0
406-5071099-8332351,400072,1
171-8994576-4260350,201014,1
403-4458950-3738752,110025,1
171-6929561-9867533,530045,1
405-7122950-5985923,431515,1
407-0631613-8871538,201309,1
408-2174906-5331525,201301,1
171-1861082-3150708,122001,1
171-3241929-5597127,110075,1
407-0994374-6207515,110075,1
408-2983869-3061936,382026,1
406-4106115-2929902,262701,1
406-3773699-7804326,262701,1
406-0750168-1141907,262701,1
408-6859345-4969923,576108,1
404-7832881-6307545,531126,1
171-3952204-1717920,201010,1
171-2245718-5185938,201010,1
407-8571115-7284348,785666,1
407-5656843-5275563,635601,1
404-7006975-3564334,700041,1
408-3311770-8770718,411057,1
171-7717638-5857122,500035,1
171-7561128-8998769,500035,1
171-4990562-6808306,500035,1
405-0710078-0623549,560100,0
408-7018882-2994721,201304,1
407-2882491-5372332,403004,1
405-4230278-0751557,410210,1
407-6167443-8644318,785666,0
403-2152396-3949968,695583,1
405-3405121-3804362,201306,1
406-2633679-4768318,421503,1
408-1379940-7223520,500084,1
405-3415300-9103556,452013,0
404-6911461-8829111,635109,1
402-9614512-9153151,412207,1
408-9486873-1663535,110063,1
171-3656048-9425164,781382,1
406-0786093-5478737,110052,1
171-5491044-5866754,411014,1
403-7879928-4775516,421302,1
405-5271764-6354710,110049,1
405-3016028-2841913,452013,0
171-9212095-1715568,500016,1
405-0755051-7946736,500059,0
408-1247682-3742722,400705,1
405-2491028-7917956,638004,1
408-9343245-6358743,626203,1
408-7196511-6299566,305001,1
402-2557666-1929121,781007,1
407-0385059-0014744,400601,1
405-6358696-8236352,560098,1
406-6465159-3729941,560004,1
408-9740329-9837153,400092,1
406-8681482-2344346,700107,1
405-4535255-5801149,121006,1
405-8609878-5241134,600097,1
405-3840206-4737162,600097,1
408-1547362-8737128,641004,1
406-3395483-8508363,370465,1
406-7030771-3330732,560029,1
171-5566676-9071551,221005,1
406-3810232-7733165,370465,1
406-3043135-6372322,431001,1
171-1320114-8368321,744101,1
403-4841055-9396367,560064,1
408-7517025-8096362,500074,1
408-3346534-3411565,500074,1
404-5118613-3009967,490011,1
403-2588866-1183523,390020,1
407-7744874-7520362,829107,1
405-7460744-9185920,411052,1
405-6333137-8717931,500059,0
171-6718295-5683549,560078,1
408-6426786-5344338,411035,1
402-9429175-3019519,502032,1
403-5934990-8038724,226012,1
404-5387147-9830709,635109,1
171-7036027-2470752,560010,1
404-1500818-9089952,411057,1
171-4529978-5697948,250004,1
402-7974940-1498740,305007,1
403-9640219-2268328,680012,1
402-6217729-5452339,781029,1
408-0931982-7033904,695586,1
171-9606142-2379567,248005,1
406-8137075-9778734,753001,1
405-6570300-9877941,302012,1
405-1835951-0136307,208024,1
405-2330059-0285127,700112,1
171-5107587-8177117,110059,1
407-3886460-7041118,641002,1
402-5190583-5709135,190018,1
406-5826641-8105122,785640,1
408-4601693-8833102,560061,1
404-6852770-7537146,302012,0
403-7390315-5401123,442401,1
402-5873066-3373918,574104,1
404-4761743-8776309,160104,1
405-7560145-8313115,442401,1
402-8700519-9749103,421201,1
408-3686151-3696325,600077,1
402-6873252-2769104,583104,1
404-8959705-1954763,500084,1
406-2440880-0550741,110021,1
408-7921468-8064365,500084,1
404-8148626-4473952,400078,1
408-3277166-4776359,500084,1
406-2431952-6853930,190005,0
403-3737419-7586753,500050,1
404-8504532-8428334,110092,1
404-7369123-6501124,110092,1
405-1589759-5407540,400706,1
402-3558225-4258717,560048,1
404-6800737-9029139,600028,1
404-4872959-8583507,600028,1
406-9475062-6225104,560097,1
171-7244948-2907509,201307,1
406-6725924-0919502,110034,1
406-3756730-1055539,110034,1
407-2443754-3695531,140603,1
405-6327613-0016322,411015,1
171-0724173-3110732,641029,1
406-6229109-6572308,110021,0
406-3638150-5314712,577301,1
406-5499598-8577162,176206,1
404-4248761-0135523,400056,1
407-5567930-8089132,560045,1
404-6961867-1650748,110092,1
402-4745308-9961135,110030,1
402-1214536-5534757,110030,1
406-2050490-6099537,221007,1
403-6588697-6293113,751021,1
407-8988678-7531510,415301,1
171-8117161-2377124,400607,1
403-0269219-3125137,271201,1
404-7448294-8111522,201303,1
407-4550509-1109968,560100,1
407-3934814-5285154,600039,1
404-2091312-6517128,110003,1
406-0995971-9053913,110078,1
402-9766429-6011509,305001,1
404-4494786-4949913,110017,1
402-0914593-5566760,560100,0
404-5109840-9795509,110092,1
403-3590001-3364310,500072,1
408-0340076-9222713,500027,1
408-4734286-2288368,110041,1
406-9389261-1221925,400005,1
406-6258108-0077114,797112,1
171-3375182-6467512,500008,1
402-3998669-3004369,201016,1
406-5470494-9741144,400059,1
406-2918429-3589949,400059,1
406-9767694-1063555,500060,1
408-5628478-5967530,110015,1
405-7240190-0704365,829127,1
403-1391832-1526737,182311,0
404-0494966-5831543,421001,1
403-0511649-2269941,401208,1
406-1745824-6668332,500090,1
403-8555364-7654716,226025,1
406-9998536-3720334,110003,1
407-6157147-7721962,400077,1
403-5544072-7947501,431001,1
403-2808309-7863546,570011,1
402-2060596-7965120,174303,1
403-2248722-4809956,700156,1
171-6441310-6106713,560041,1
171-3760094-5398730,560041,1
403-0655477-5836316,764020,1
406-0788776-7325922,562102,1
404-9998311-7297108,695141,0
404-7712337-3801118,481661,1
404-8391647-4029948,411014,1
404-0704031-4338717,517235,0
403-4020575-7301909,524101,1
405-4035102-4786740,534425,1
403-9112167-1148310,560005,1
407-9146800-6377938,686631,1
404-5473221-0783518,731236,1
406-4245978-6318743,521201,1
406-2823110-8906703,695020,1
403-2397513-2081962,737101,0
404-8899026-3356325,226003,1
404-6062074-8305115,560102,1
405-0783786-7770728,400050,1
404-4084616-1916364,695141,0
405-1462893-4913909,796012,1
404-8794492-7528354,421302,1
403-1465591-4564342,577426,1
406-7268329-5517935,560017,1
403-4040525-6376334,560014,1
405-2612530-4377955,121002,1
403-7257521-2115509,560047,1
408-0780016-9692312,560073,1
402-7557393-0711528,531126,0
402-9002711-7220349,400059,1
402-7862253-5734760,400059,1
406-5762701-6869104,577204,1
403-3346041-6490709,502103,1
406-9247125-0911558,411008,1
406-8514876-8417967,500089,1
405-8248295-9753136,570010,1
171-1011723-6929945,209203,0
408-2050180-2241933,411033,1
408-8330684-7573124,277001,1
408-4674510-1009934,500075,2
407-9719035-1832357,691001,1
407-4618129-1192336,691001,1
404-1844092-4077922,194101,1
407-6781044-2051536,689645,1
407-7205782-4707569,110092,1
403-9306734-7325939,560100,1
404-6855240-9663503,601203,1
402-3277299-5898758,695013,1
407-5053701-2901136,395004,1
171-4304733-8424323,576235,1
403-6256897-2639502,500098,1
171-7208337-0066724,560029,1
171-6275402-9176368,495006,1
404-6307679-2450722,600083,1
406-5916433-8457158,500080,1
171-1885594-8453902,576235,1
402-1424813-1218766,623525,1
407-9725798-7221112,173220,1
407-5955317-6485956,560035,0
407-3789036-9377916,560035,1
405-7644738-9525937,110085,1
405-5251511-1600310,382440,1
404-3499227-6753967,456001,1
403-3339855-3727556,500098,1
408-0542577-7925168,416008,1
403-6892513-6205915,695102,1
402-2654223-1863519,490020,1
171-2853401-4925124,600091,1
403-1574880-1946731,400610,1
407-2013008-3470708,173220,0
407-3337044-7947532,524003,1
406-2583936-5621921,411041,1
